---
# Velocity gradient along pathline with the following settings:
#   nsteps: 3116
#   ictrl:  7
#   eqincr: 0.02
#   temp:   298

schema:
  delimiter: ' '
  missing: '-'
  fields:
    - name: step
      type: integer
    - name: L11
      type: float
    - name: L12
      type: float
    - name: L13
      type: float
    - name: L21
      type: float
    - name: L22
      type: float
    - name: L23
      type: float
    - name: L31
      type: float
    - name: L32
      type: float
    - name: L33
      type: float
    - name: tincr
      type: float
---
step L11 L12 L13 L21 L22 L23 L31 L32 L33 tincr
42 -5.908694105183839e-05 0.0012025487817929833 0.0006877162320547618 0.001288894297825948 0.00037404208155482647 8.248066092745617e-05 -0.0013534927257757804 0.0014432991335066603 -0.00034083067886720483 -2.5
43 -5.475476290067968e-05 0.0012109282539727272 0.0006812144767979149 0.0012928198692312503 0.00037925814873249685 8.456561754046354e-05 -0.0013491972673111662 0.0014479704031326742 -0.0003503046046183305 -2.5
44 0.0005942183095331437 -0.00019307375733536585 0.0006735569759432756 0.00107230637267181 0.0006497066348008971 0.00047016402811199615 -0.0007116408144463223 0.00014747058005559573 -0.001799764139142715 -2.5
45 -5.472566480244414e-05 0.0012099383779660617 0.0006635933381317985 0.0012882571234320386 0.00039559966154367786 0.00010441788122067689 -0.0013623932332036306 0.0014647337980412945 -0.0003325279934969804 -2.5
46 -5.564662956221563e-05 0.0012111888497044795 0.0006562249394904538 0.0012895132388645615 0.0003966968278067259 0.00010666903029530923 -0.0013645139993572798 0.0014634929607956844 -0.0003360578261733526 -2.5
47 -5.6388660700360365e-05 0.0012122681850897626 0.0006488378595359076 0.0012907632265857776 0.00039797447859751096 0.00010895171889258696 -0.0013664867453853714 0.0014620077323832395 -0.00033932436168576674 -2.5
48 -5.7397996933299733e-05 0.0012134579745750051 0.0006415160593325912 0.0012919967704134205 0.0003991915494972984 0.00011112930053608837 -0.0013689227370795032 0.0014610126368314038 -0.00034241246801233527 -2.5
49 -5.0457299972374436e-05 0.0012161377981003876 0.0006287692167474285 0.0012971452229063433 0.00040109740313303764 0.0001116582614092865 -0.0013621950597723918 0.0014608060850309658 -0.00035085547704245026 -2.5
50 -5.116964802730393e-05 0.0012171699867140795 0.0006211194180645876 0.001298886787343441 0.0004024239965567284 0.00011188061691978408 -0.0013640549310896784 0.0014584884456559633 -0.00035524198836024706 -2.5
51 -5.21197082791174e-05 0.0012177645987950197 0.0006090873441863491 0.0013004567440009311 0.00040404647520415757 0.00011339746658207298 -0.001365420975115749 0.0014585625613366068 -0.00035821029590138735 -2.5
52 -6.80712667747529e-05 0.001228506429191306 0.0005874309082734551 0.0012834602979024917 0.0004319007502402824 0.0001307509864793941 -0.0013826660654996641 0.0014757861677495018 -0.0003552648231484021 -2.5
