---
# Velocity gradient along pathline with the following settings:
#   nsteps: 3116
#   ictrl:  7
#   eqincr: 0.02
#   temp:   298

schema:
  delimiter: ' '
  missing: '-'
  fields:
    - name: step
      type: integer
    - name: L11
      type: float
    - name: L12
      type: float
    - name: L13
      type: float
    - name: L21
      type: float
    - name: L22
      type: float
    - name: L23
      type: float
    - name: L31
      type: float
    - name: L32
      type: float
    - name: L33
      type: float
    - name: tincr
      type: float
---
step L11 L12 L13 L21 L22 L23 L31 L32 L33 tincr
942 0.0007349224451590983 -0.00075419016560636 0.0006813937505610932 -0.0011217056654523785 -0.00016974996966641096 0.00035707292226313234 0.0004982568140711814 0.0005686536416085417 -0.0005822145412986735 -2.5
943 0.0007429213008174509 -0.0007552036313901517 0.0006832493099623284 -0.0011089180043148152 -0.00017363451115887332 0.0003607672507850722 0.0004830549444419691 0.0005722299905394841 -0.000586331962952233 -2.5
944 0.0007509925503309848 -0.0007563196374493826 0.0006847114539907871 -0.001096022954962471 -0.00017740541490266127 0.00036361484758033844 0.0004678896238908565 0.0005756630635432577 -0.0005899361722626199 -2.5
945 0.0007593502959851318 -0.0007575092630498153 0.0006860939331827204 -0.001083014309432908 -0.0001812431249212408 0.00036706738031227424 0.0004528315869628171 0.0005789815692193189 -0.0005934128395807394 -2.5
946 0.0007639233397173698 -0.0007659599628246178 0.0006921367752648955 -0.0010852825796805186 -0.00022090899272956106 0.00039169018315366583 0.000442895826571848 0.0005968459736982418 -0.0006049241199384575 -2.5
947 0.0007722749520349149 -0.0007687094089688482 0.0006936526764599532 -0.0010683018398652685 -0.00022878272106988893 0.00039493132086330663 0.00042683845560845593 0.0006011329262077513 -0.0006090859729260017 -2.5
948 0.0007802882357787616 -0.0007694189051688906 0.000695042954973632 -0.0010511740854103606 -0.00023333890656183565 0.00039909500608815285 0.00041008376253806627 0.0006047354088985845 -0.0006129716179046891 -2.5
949 0.0007882034985507166 -0.000770490466935778 0.0006964716243001032 -0.0010351997480489675 -0.00023781542674393457 0.00040323502700313123 0.00039356897359581113 0.0006084561258073042 -0.000616998306538526 -2.5
950 0.0007959741605121928 -0.0007714640307835577 0.0006978008573950607 -0.0010191481978250845 -0.0002426258245347219 0.00040723181223754846 0.00037720683680640433 0.0006125390673002349 -0.0006228872599465135 -2.5
951 0.0008025777921347502 -0.0007708350351213037 0.0006980450363072711 -0.0009998345884822894 -0.000205917103916844 0.00043221018361373965 0.00036051457030058853 0.0006218266230043673 -0.0006203804159851448 -2.5
952 0.0008092500445070626 -0.0007687700086783331 0.0006819894692366255 -0.0009840980125963227 -0.00020779619307738242 0.00041517603152096966 0.0003358537262779327 0.0006206895151570483 -0.0005913922318928172 -2.5
953 0.0008097105739701298 -0.0007681011437993283 0.0006815997967682227 -0.000974651582759378 -0.00021066567200866547 0.00041750735328355477 0.00032063970035222815 0.0006240186907249936 -0.0005953527129072821 -2.5
954 0.0008104804502601402 -0.0007673807933488981 0.0006812288733820564 -0.0009647257822947205 -0.00021327702730501193 0.0004199893735619911 0.0003057341917239869 0.000627216481561645 -0.0005990363753816422 -2.5
955 0.0008107840922849645 -0.0007665863394086232 0.0006808330238746832 -0.0009550494934606993 -0.0002161961415749015 0.00042240367365865134 0.00029091271334948527 0.0006304565860932822 -0.0006027214628076932 -2.5
956 0.0008117791585801576 -0.0007660459844296726 0.0006804857903989308 -0.0009454144884820288 -0.000219536953517716 0.00042414324501888965 0.0002763122715338021 0.0006336009766685973 -0.0006066709590953675 -2.5
957 0.0008298722139692353 -0.0007477875385010121 0.000672515078768516 -0.00094508309939023 -0.0002445725553283781 0.0004392740940447486 0.00027000500147295536 0.0006561550572202425 -0.0006201542155278216 -2.5
958 0.0008424039551288751 -0.0007500391963614634 0.000675001895495034 -0.000936338825164895 -0.0002479015730745452 0.00044160408679513 0.0002567358799989613 0.0006592725521403804 -0.0006236291864775119 -2.5
959 0.0008550345992786622 -0.0007520041506557789 0.0006776356821280504 -0.0009275995335118001 -0.0002504077797127749 0.0004438076152612104 0.00024354024696934988 0.0006622916002276395 -0.0006270237036795799 -2.5
960 0.0008678168168634966 -0.0007536775205225595 0.0006803036292115059 -0.0009190855195756332 -0.00025270648192333647 0.0004455913194526867 0.0002304596614487374 0.0006647166727155347 -0.0006303731759587684 -2.5
961 0.0009525644929983338 -1.6929152067779027e-05 0.0010596443859530909 -0.0008544716095128214 -0.0002715477114245248 0.0006823429693455893 0.00012523643574664678 -0.00026775497216362617 -0.0010969830844959273 -2.5
962 0.0012162501516627337 -0.0006505203398055639 -0.0004644337244121735 -0.0004912130432778254 -0.00014171827097272396 -0.0010560814733780774 -0.0002532999336427408 0.0005401113517900226 0.001033787860960558 -2.5
963 0.000909637610581039 -0.0007639271120397892 0.0006998714844718752 -0.0009037954387444989 -0.00028414940494951373 0.000491704281712744 0.00019501670345343895 0.0007025554839280895 -0.0006576975950097673 -2.5
964 0.0009250104184163717 -0.0007664881827800224 0.0007035230913103582 -0.0008905166676658173 -0.00028799631157726415 0.0004951258240942999 0.00017763085571110212 0.0007065795528622386 -0.0006625407784746178 -2.5
965 0.000940781024922107 -0.0007691789321527339 0.0007070393366277389 -0.000877678655144989 -0.00029173667718864523 0.0004990046135742227 0.00015995603137892973 0.0007105765670927356 -0.0006673097288822851 -2.5
966 0.0009566068561681079 -0.0007718038044671155 0.0007107111752378463 -0.0008648266806727889 -0.00029608607235777427 0.0005022557027853043 0.0001425603961386237 0.0007145550400858705 -0.0006720693476858812 -2.5
967 0.0009686370488190647 -0.0007812064585494719 0.0007178588074575454 -0.0008531409733020214 -0.0003032035363772523 0.0005083064755250571 0.0001258689418251098 0.0007237352233966463 -0.0006798520360520777 -2.5
968 0.0009789318668400454 -0.0007827672816367389 0.0007200641367636033 -0.0008389593073899329 -0.0003069635101282299 0.0005116652048343326 0.00010596142919310445 0.0007285398630884843 -0.0006852516358398836 -2.5
969 0.000989307127306833 -0.0007842982518137648 0.0007223481895713583 -0.0008245029491984828 -0.0003112488721308752 0.0005154504811686079 8.595385685801996e-05 0.0007330389670783467 -0.0006904640787395474 -2.5
970 0.0009993571153830262 -0.0007853440772641673 0.0007246667596314195 -0.0008104250200124024 -0.00031410000458578026 0.0005188619482593677 6.589528464276817e-05 0.0007371048606877918 -0.0006960925432402008 -2.5
971 0.001065793557154008 -0.0001548729182960873 0.0010634574840408572 -0.0007592535010924023 6.656389059899004e-05 0.0007164907061298473 -2.5188571639287318e-05 -5.5359679170936196e-05 -0.0011258608085250074 -2.5
972 0.0010187423735530479 -0.0007930914863553517 0.0007370567165217259 -0.0007813921057069217 -0.00034892978808444063 0.0005045645258814311 2.525853557616164e-05 0.0007312465239416718 -0.0007151300675530415 -2.5
973 0.0010292266186330357 -0.0007940953914909224 0.0007368048006390737 -0.0007633851231392618 -0.0003567737755126818 0.0005010754055290704 1.136798758253423e-05 0.0007366794501211677 -0.0007270609368877368 -2.5
974 0.0010404421797417889 -0.0007937654839463746 0.0007235722118569791 -0.0007475768359728989 -0.00036096350356729854 0.0005092818897995839 -1.6931831413164627e-05 0.0007391431162392425 -0.0007083090909935268 -2.5
975 0.0010485410600777388 -0.0007945732555459247 0.0007258847780196136 -0.0007295353856730539 -0.0003661963239260912 0.0005212912792318693 -3.866192061926296e-05 0.0007435984612944114 -0.0007133159269052686 -2.5
976 0.0010566510166959084 -0.0007956739215139577 0.0007276480190457971 -0.0007125414263304352 -0.00037091904070627666 0.0005256681622283867 -5.9573855248431496e-05 0.0007481761296369248 -0.0007188225101465182 -2.5
977 0.0010648322551566908 -0.000796565410481014 0.0007293527221119743 -0.0006946706967921249 -0.00037547666041593247 0.0005301983736145545 -8.040493741753902e-05 0.0007524039172311643 -0.000724440598341754 -2.5
978 0.0010674668264557315 -0.0008035415978240646 0.0007341182348603991 -0.0006721567281911378 -0.00036710291125425837 0.0005280194916473528 -0.00011140192328101219 0.0007272005831838004 -0.0007146180228734929 -2.5
979 0.0010644225085353468 -0.0008023259559990748 0.000733185033676888 -0.0006530019808325483 -0.0003721592817250649 0.0005328633128728682 -0.0001323290467425254 0.000731890269328048 -0.0007202565780989785 -2.5
980 0.001061499126365228 -0.000800947288012845 0.0007322886064371987 -0.0006334701594383764 -0.000377611246205995 0.000538410065092601 -0.00015292481790376807 0.0007360073969648077 -0.000725839669233737 -2.5
981 0.0010586722349597744 -0.000797724675199531 0.0007317369100428563 -0.0006141670638614254 -0.0003804636327575312 0.0005424584340974762 -0.0001737988518612022 0.0007402747145877031 -0.0007308129190915999 -2.5
982 0.0010583390695794992 -0.0007939896870660048 0.0007338733726060441 -0.0005967617308580773 -0.0003736356892467583 0.0005556201776585254 -0.00019334901775158852 0.000765536300030594 -0.0007257599718534046 -2.5
983 0.001058327583175178 -0.0007936296416315417 0.0007334942651908205 -0.0005785731427955109 -0.0003781682240765799 0.0005601816577869691 -0.0002145056866987775 0.0007696261315716294 -0.0007314104312934449 -2.5
984 0.0010607727493096204 -0.0007792389259506646 0.0007262040884580479 -0.0005420886931450954 -0.0003508384651902331 0.0005466453627424524 -0.0002421312202650072 0.0007559668006857334 -0.0007272132875994743 -2.5
985 0.0010576805759625071 -0.0007779516336280564 0.0007287760847264663 -0.0005365635509911454 -0.00035607412839831835 0.0005499149897074138 -0.000263514514476552 0.000760299996776323 -0.0007330008137956351 -2.5
986 0.0010568585221306485 -0.00070412718246357 0.0007101017290030066 -0.0005209213541724047 -0.0002550002281472816 0.0005440233325269073 -0.0002900508921610583 0.0006629854862952136 -0.000707007045950086 -2.5
987 0.0010598825538718076 -0.0007731648035804262 0.0006952081665810393 -0.0005006274320765921 -0.00035992463203020705 0.000537064946362797 -0.00032052875235187995 0.0007640802192067018 -0.0006837910971550121 -2.5
988 0.001057665124699525 -0.0007719977042584111 0.0006944956245459376 -0.00048606213500160733 -0.0003669602403000872 0.0005411751067304231 -0.00034034101262927173 0.0007680709555060029 -0.0006890498610389227 -2.5
989 0.0010556810299261073 -0.000771244282599198 0.0006926549328812156 -0.00047252449936079045 -0.0003726049217616993 0.0005446098326060623 -0.00035946836657988537 0.0007721107943780441 -0.0006935324338802791 -2.5
990 0.0010494422323925248 -0.0007647460282423761 0.00068989464616193 -0.0004500738608156078 -0.00035841832587433484 0.0005400422738906554 -0.00038995427468088413 0.0007461878004678835 -0.0006840198578839376 -2.5
991 0.0010414194483163658 -0.0007624886209112515 0.0006878278341655834 -0.00043438705756941636 -0.0003630213691131591 0.0005441755573355781 -0.00040949787912992195 0.000750207902846456 -0.0006891845274999634 -2.5
992 0.0010350441171106616 -0.0007558923288245963 0.0006887731420260842 -0.00041922834950638966 -0.0003730687661970226 0.000544969235478057 -0.0004277973588892451 0.0007657907869479859 -0.0006876146185465185 -2.5
993 0.0010299355324029677 -0.0007542859238599219 0.0006872842524604616 -0.00040370049819141217 -0.00037719356153968466 0.0005491491052631004 -0.0004469403496440823 0.0007702679960200951 -0.0006923856678374617 -2.5
994 0.0010248178218143342 -0.000752816461729892 0.0006864531466406062 -0.0003884943333230469 -0.0003814310830898255 0.0005530852751972899 -0.0004653192282719651 0.0007742994454134377 -0.0006976933419906584 -2.5
995 0.0010259545027333711 -0.0007417079710729378 0.0006789856324765248 -0.0003651367582030396 -0.00036332537491325957 0.0005453034684642489 -0.0004948362616645872 0.0007645305968035071 -0.000694907614887413 -2.5
996 0.00101787728874489 -0.0007317816836467998 0.0006743570573262761 -0.0003462555754313485 -0.0003445292364479713 0.0005365900225271772 -0.0005113784811313881 0.0007554194718532727 -0.000693716107703267 -2.5
997 0.0010101191442668173 -0.0007298404450974292 0.0006723454722885306 -0.0003339926830661391 -0.00034835877146945305 0.0005395172263398802 -0.000529963227748822 0.0007591763360228744 -0.000698805318629752 -2.5
998 0.0010022043354241028 -0.0007280639449434524 0.0006705425236361357 -0.00032179516036799925 -0.00035185406122216825 0.0005433401663817314 -0.0005485434281879286 0.0007627402302598438 -0.0007039131410953577 -2.5
999 0.0009944040625914595 -0.0007257940169083321 0.0006661283485362683 -0.0003056971775282677 -0.000355371975576454 0.0005417304944809675 -0.0005669475636289913 0.0007664753804217392 -0.0007073208430800295 -2.5
1000 0.0009994183048269382 -0.0007205852859982326 0.0006209386992432111 -0.0002937171949408714 -0.0003586239279345868 0.0005480993586202626 -0.0006033713280280601 0.0007627184767275584 -0.0006274686998627742 -2.5
1001 0.00099581001564582 -0.0007179144815592529 0.0006105880919468941 -0.00027784355340310676 -0.00036072299229924105 0.0005256623380042013 -0.0006262047443688421 0.0007637329156426528 -0.0006117705060413898 -2.5
1002 0.0010367129404956139 -8.041383477229704e-05 0.0009492834477801411 -0.0002358674611358318 -8.022868378469572e-06 0.0007142139463854307 -0.0007032263063080431 -4.361615208214997e-05 -0.0010507315871951682 -2.5
1003 0.0009882144539334026 -0.0006937016707287488 0.0006203771451404289 -0.0002528143770116514 -0.00034742617275586155 0.000545747928357349 -0.0006567462601792354 0.0007714048149470466 -0.0006191239511771745 -2.5
1004 0.00098601292360196 -0.0006923917408369391 0.0006199892091072762 -0.00024155919421390675 -0.00035073022920952175 0.0005487283899531268 -0.0006720158175409225 0.0007750056091943323 -0.0006232929955535704 -2.5
1005 0.0009837700039227156 -0.0006914816438902952 0.0006193044513926734 -0.00023046633955460495 -0.00035391311058841735 0.000552053723497232 -0.0006872266399632677 0.0007778850326783701 -0.0006276014175352867 -2.5
1006 0.0009820373329916924 -0.0006904461292764272 0.000618799140225252 -0.0002192157434376582 -0.00035690314694983354 0.000554780707537769 -0.0007024425625341283 0.0007806852775227536 -0.0006317043987329108 -2.5
1007 0.0013035557703373502 0.0003004426633106683 9.414135664809699e-05 0.00012776226100824335 0.0006840198167713143 5.934529521410576e-06 -0.0011287679685750996 -0.00047810190139801155 2.9703638315555042e-05 -2.5
1008 0.0009728534261072486 -0.000684378061307877 0.000614819920295428 -0.00018621483625190236 -0.00034529653667804617 0.0005514273419646772 -0.0007472061683583113 0.0007482218925623907 -0.0006200372746263205 -2.5
1009 0.0009647622400228196 -0.0006824763346238847 0.0006129285440473422 -0.0001716728683966477 -0.00034764472457746046 0.0005552935997535845 -0.0007641204309971671 0.0007513260915740127 -0.0006245631414340585 -2.5
1010 0.0009569185998784044 -0.0006806198759776724 0.0006110250800390669 -0.00015653092399456347 -0.0003514202515523918 0.0005591553075747176 -0.0007809414016438709 0.0007546494369461951 -0.0006293253712844166 -2.5
1011 0.0009493140544868997 -0.0006787394678458205 0.0006092557860867722 -0.00014178747560078704 -0.0003574039190397826 0.0005632648294396451 -0.0007978206654558482 0.0007580093930144242 -0.0006337290313798055 -2.5
1012 0.0009417605389286807 -0.0006769385614818899 0.0006075329766233224 -0.00012725238766007435 -0.00036025776148713686 0.0005672031412529042 -0.0008146242413316484 0.0007612966248528372 -0.0006384753127868522 -2.5
1013 0.0009343712614728819 -0.0006750808408319172 0.0006065529356702238 -0.00011217106986381227 -0.00036345293398104545 0.0005738338404810337 -0.0008311804566322458 0.00076488892891463 -0.0006436581186728287 -2.5
1014 0.0009295728797359974 -0.0006714670319423778 0.0006057618596441114 -9.809478176009616e-05 -0.0003836875573193114 0.000566567109219375 -0.0008467659600811763 0.0007842595994585383 -0.00063756757615645 -2.5
1015 0.0009278980134969302 -0.000651128293520627 0.0005943917144174659 -6.38999360129189e-05 -0.0003253727575183268 0.0005380062466894627 -0.0008774730019494597 0.0007424384084196627 -0.0006183314834754573 -2.5
1016 0.0009188302487639361 -0.0006490964064664746 0.0005920552089403735 -4.9851327570935486e-05 -0.0003285786367425074 0.0005392383161119351 -0.0008943781586114174 0.0007458643303124401 -0.0006220812835352745 -2.5
1017 0.0009241023258251675 -0.0006494998268202521 0.0005392706162320811 -3.3911491421320426e-05 -0.0003327224531139926 0.000542268380615578 -0.0009262031556477239 0.0007516088921935123 -0.0005587574228317619 -2.5
1018 0.0009186791981743469 -0.0006481372080598864 0.0005384016483462402 -2.0206211959896113e-05 -0.00033641496482217506 0.0005444162765746442 -0.0009420802043369545 0.0007546614984164456 -0.000563057805105274 -2.5
1019 0.000913215332083152 -0.0006468810911829598 0.0005368183652889897 -6.34792960511272e-06 -0.00034014067162318275 0.0005480901067413588 -0.0009576355859410025 0.0007577204462250244 -0.0005675948390909501 -2.5
1020 0.0009078942342798156 -0.0006456047192395737 0.0005356149492979301 7.412157673912279e-06 -0.0003438546527301562 0.0005524696000387885 -0.0009732309534632047 0.0007607863338825753 -0.0005727090744943312 -2.5
1021 0.0009025422047899489 -0.0006443098470182538 0.0005346049288200779 2.1249635422019637e-05 -0.0003477356469685297 0.0005562101750901431 -0.0009887950818872175 0.0007637823546439062 -0.0005768468721903702 -2.5
1022 0.000899741622657296 -0.0006277831738308056 0.0005267908188614959 5.651489394934288e-05 -0.00027468604449006805 0.000522447882912598 -0.0010252923618818942 0.0006994438417189303 -0.0005458004985921903 -2.5
1023 0.0008856731222074433 -0.000625003929836264 0.0005218774935557593 7.037692317025306e-05 -0.0002778356682072978 0.000522564856476002 -0.0010409544940767463 0.0007030222531696504 -0.0005507173239802482 -2.5
1024 0.0008713453363324358 -0.0006221412086906934 0.0005188072526597791 8.181176600523483e-05 -0.0002799434675796756 0.0005257945071890357 -0.001056444151241266 0.0007063047066021515 -0.0005552588628285772 -2.5
1025 0.0008570114448545927 -0.0006258795640717787 0.000511394690425217 9.236596406423196e-05 -0.00030646782051284456 0.0005152190936250549 -0.0010719439032418733 0.0007203710207900988 -0.0005531637412671701 -2.5
1026 0.0008436442816536188 -0.0006232665768054007 0.0005085918589819911 0.00010512642788715311 -0.0003089467189342265 0.0005191372721358683 -0.0010855589322478364 0.0007226258849808459 -0.000557433691023409 -2.5
1027 0.0008303539496444351 -0.0006206653316142964 0.0005056546943050565 0.0001177859795633737 -0.00031254464858199084 0.0005225997620920531 -0.0011001551683371144 0.0007253871016254306 -0.0005617983157645802 -2.5
1028 0.0008170314707787704 -0.0006184738477080347 0.0005027416974825746 0.00013043360275959094 -0.0003157207019308121 0.0005261372124504945 -0.0011145198636961539 0.0007279110416001271 -0.0005661690381511577 -2.5
1029 0.0008038226065017545 -0.0006151603155363463 0.0005006923086947253 0.00014314367908958912 -0.0003188560149842426 0.0005297553351863055 -0.001129218939662475 0.0007305721692091771 -0.0005704556514902388 -2.5
1030 0.0008078456344039481 -0.0005608807808960729 0.00046998040070398605 0.00018240874254035216 -0.00022218549770923005 0.00048004810450606424 -0.0011631443300646525 0.0006646611859296137 -0.0005385186899308354 -2.5
1031 0.0007968738264250347 -0.0005584729258640087 0.00046762322829315843 0.00018814886081679452 -0.00022359185198411253 0.00048163792091917445 -0.0011748025593577636 0.0006667364644044883 -0.0005423215193400374 -2.5
1032 0.0007860495720195358 -0.0005563052329312051 0.00046510019829638184 0.0001940875609034889 -0.00022591171880798462 0.00048343781084350283 -0.0011865939958073848 0.000668988168037758 -0.0005453622717661397 -2.5
1033 0.0007752805808052789 -0.000554042139222237 0.000462925775245257 0.00019990987869921814 -0.0002279183254440239 0.0004853810635186287 -0.0011983025730807997 0.0006711644387301543 -0.0005498304530022505 -2.5
1034 0.0007646068373882384 -0.0005518435807417297 0.0004605616434547562 0.00020567181753060042 -0.00022990979437633886 0.0004872237912604179 -0.001209971400856241 0.0006733414753143359 -0.0005535184053795145 -2.5
1035 0.0007540344707754622 -0.0005514937614125371 0.0004582002292273487 0.00021105350212556284 -0.00023184218678988996 0.000489188303501777 -0.0012214989534193588 0.0006754301300543061 -0.0005572350800857433 -2.5
1036 0.000743572385377459 -0.0005489246017030065 0.00045596514698848157 0.00021666669307357118 -0.00023311218105724044 0.0004896034434871657 -0.001233343363120108 0.0006779198592329684 -0.0005608801870101823 -2.5
1037 0.0007303497029550488 -0.0005577772874668041 0.00044520232376412885 0.00022562098239105668 -0.0002119094107148086 0.0004953274578857584 -0.0012442171481735712 0.0006955713482479401 -0.000554915074918885 -2.5
1038 0.0007315786640720986 -0.000526196311427338 0.0004285472815203237 0.00024293586291275577 -0.00019005922746532397 0.0004725863597516691 -0.0012699495952702591 0.0006568683955828196 -0.0005380803900731809 -2.5
1039 0.0007821054598466172 -0.0005326666572636746 0.0004248605732269011 0.0004058547912874668 -0.00021655964074712624 0.00046174468538981363 -0.0013329198827629286 0.0006662271889748828 -0.0005108757614239018 -2.5
1040 0.0007139216477041383 -0.0005224054692042537 0.0004215720836842441 0.0002631356416979714 -0.00019608821245362048 0.00045352875777830096 -0.0013123700712160556 0.000664687527060422 -0.000482856488022293 -2.5
1041 0.0007043118127101136 -0.0005203795483118026 0.00041962229743073616 0.00027119855555075633 -0.0001986888605064241 0.0004562853692414691 -0.001326917875452069 0.0006673626545944763 -0.0004878360127119021 -2.5
1042 0.0006948836988879005 -0.0005184268859722715 0.00041760428182252085 0.0002791203833508184 -0.00020124023972017832 0.0004586281631721841 -0.0013414281695256474 0.0006700001988711171 -0.000492347217796659 -2.5
1043 0.0006856413909700212 -0.0005164996017887821 0.000415785909190226 0.00028684117925401915 -0.00020404216547074906 0.0004611749188289111 -0.0013560090304893283 0.0006727302963686177 -0.0004970005956878518 -2.5
1044 0.0006765315218747282 -0.0005145322878626536 0.00041404470843166427 0.0002946065182528864 -0.00020670705174985512 0.00046407689349966695 -0.0013704669983126605 0.000675242154455615 -0.0005015567042377526 -2.5
1045 0.0006680170431269819 -0.0005111052314770068 0.00041315714672309644 0.0003012898803640423 -0.00020014630808442375 0.0004659542382425074 -0.0013851648411871242 0.0006768756391822263 -0.0005074179105779971 -2.5
1046 0.0006565118039023526 -0.0004900018766915788 0.00039810169102069584 0.00033650221936240153 -0.00011766970591641305 0.0004188378779689985 -0.0014264993257159023 0.0005849087185932712 -0.0004600652017440093 -2.5
1047 0.0006389766687203656 -0.0004866753379172382 0.0003944384636114883 0.00034382158153038614 -0.00011969308484764206 0.00042070778135896417 -0.0014391192827594768 0.0005871922808475953 -0.0004643737619279966 -2.5
1048 0.0006163895399241118 -0.0004876467798122326 0.0003883940942278947 0.00034978362228527853 -0.00013769072461329834 0.00041364122119531154 -0.0014457359623824698 0.0006055526221716759 -0.00045860071633043934 -2.5
1049 0.0006061180628576545 -0.0004885711139992635 0.0003830596345197341 0.0003565306184343036 -0.00015434845226385926 0.00040817922857139786 -0.0014637579304888969 0.0006224741542577507 -0.00045476606730248607 -2.5
1050 0.000590991794112932 -0.0004859967606247572 0.00037989373659161617 0.0003647003297615112 -0.0001571624762068801 0.00041064420374522376 -0.0014770322382409808 0.0006249352930591436 -0.0004592269220944519 -2.5
1051 0.0005759359199149757 -0.0004832377009822238 0.000376794023051504 0.000372705947226182 -0.00015993258030153043 0.0004134394045191876 -0.0014905068593565462 0.0006273106026847598 -0.0004635942390278472 -2.5
1052 0.0005609023791126688 -0.00048080121063646383 0.00037371532616820876 0.00038079480668064063 -0.00016266276163426084 0.00041600163549241964 -0.0015038823087146819 0.0006297440417770345 -0.0004682043108491905 -2.5
1053 0.0005467252949893047 -0.00048317291816116513 0.0003704986792800084 0.0003891161109724852 -0.00016082300216454005 0.0004193590812314044 -0.0015188814507157578 0.0006302082301535959 -0.00047325069250890855 -2.5
1054 0.0005492262889506699 -0.00042545605337644926 0.000341359411391037 0.0004177608363962627 -8.660195634446643e-05 0.0003778916974158406 -0.0015513689481802826 0.0005506692555338722 -0.00043240812709713 -2.5
1055 0.0005376122798415392 -0.0004236098313963056 0.0003390881343653844 0.000422435509760861 -8.941362533979083e-05 0.0003794132413866758 -0.0015607848807614108 0.000552533416749769 -0.0004360553218265605 -2.5
1056 0.0005261462722849372 -0.00042160312279478383 0.0003367960312445322 0.000427137077264531 -9.149243885548336e-05 0.0003815982667465392 -0.0015704006617481478 0.0005543297597124683 -0.0004397224094394731 -2.5
1057 0.0005146453198832056 -0.0004197551759410691 0.0003345253268200913 0.00043238157771093553 -9.364753432244822e-05 0.00038383626969755577 -0.0015800004991196816 0.000556048632431689 -0.0004434843018251738 -2.5
1058 0.0005032425929894578 -0.0004178951909674352 0.0003322648891776009 0.0004373577440713371 -9.592695736972828e-05 0.0003856029085524783 -0.0015896857132881173 0.0005579231235993485 -0.00044698569854610546 -2.5
1059 0.0004919111830557132 -0.00041600338265650085 0.0003300397183930604 0.00044255775543509745 -9.819244710760087e-05 0.00038751291999992245 -0.0015996287359881717 0.0005595081882051919 -0.00045067241929037444 -2.5
1060 0.0004798820905480663 -0.00043086176010446276 0.0003178364987914509 0.00044760241355149206 -0.00011389291966316233 0.00038289084771048405 -0.0016086970192513844 0.0005935598541497105 -0.0004350918693868868 -2.5
1061 0.00046669716458903947 -0.0004231392713657383 0.0003145484186911823 0.0004559579884545742 -0.00011478618163424387 0.0003868508513280238 -0.0016203980870444304 0.0005971200965481637 -0.0004392106662093017 -2.5
1062 0.00046188655366556376 -0.0004045781369187576 0.0003012599132298482 0.00047695058247002877 -6.863363007143856e-05 0.0003603159172647637 -0.0016512526634210791 0.0005286802122108256 -0.00040653487870281495 -2.5
1063 0.0004490489754129672 -0.00040237082552503774 0.0002987639169118287 0.00048662899611337144 -7.162565778142017e-05 0.00036398601179741093 -0.0016628983493934232 0.0005306482942290786 -0.00040993870144749323 -2.5
1064 0.0004363622353915262 -0.0004006112676566418 0.0002963882475201469 0.0004961393648330859 -7.442475723562307e-05 0.0003668788080119027 -0.001674742949156294 0.0005326746262193832 -0.0004138682106434712 -2.5
1065 0.00043223296451475355 -0.0004001148507505875 0.00025543135436989755 0.0005134156608169541 -7.853794215464424e-05 0.0003330192516277308 -0.0017120427162443917 0.0005387817093664917 -0.00029770931106698424 -2.5
1066 0.0004209620792331913 -0.0003981338478360647 0.0002517864634890151 0.0005228439170925482 -8.143538499856632e-05 0.0003386196974958095 -0.001722737640251114 0.0005405443071742446 -0.0003011554740773567 -2.5
1067 0.0004073756952850536 -0.00039624615918113144 0.0002494535789788815 0.0005325636126790278 -8.407974035200697e-05 0.00034071770233247645 -0.0017334874637661203 0.0005423749838010898 -0.00030437578791993395 -2.5
1068 0.000394883499057072 -0.0003943083170340862 0.0002468059685963326 0.0005421152843439357 -8.719639001421299e-05 0.00034524762666635403 -0.0017442063936439055 0.0005441258076755237 -0.0003082745658226951 -2.5
1069 0.00038240560579190513 -0.0003926423045699971 0.00024449702274856983 0.000552124638028216 -8.85712245618525e-05 0.0003472266266791464 -0.0017550605040282442 0.0005462687248616388 -0.00031199888553939405 -2.5
1070 0.00036826984504111587 -0.0003767184197996413 0.00023397861132058096 0.0005837277925674011 -1.4505829480040685e-05 0.00030816251252632494 -0.0017902784666376517 0.000459482180878956 -0.00026841088337588683 -2.5
1071 0.00034784880707915974 -0.00037381024758334887 0.00022960138420307442 0.0005927321679617886 -1.631872837799474e-05 0.00031057580697305587 -0.001799996347412664 0.0004601419705314458 -0.0002717340705030565 -2.5
1072 0.0003283792307802355 -0.0003781822784977995 0.00022114625131538918 0.0006008845302710333 -1.4207819337024957e-05 0.0003156703486311537 -0.0018096014701819388 0.000516587630809878 -0.00024277360536714332 -2.5
1073 0.00030958129908031766 -0.00037540615468904906 0.0002173563370236016 0.0006090603792340843 -1.6797222152011923e-05 0.0003184534978380943 -0.001821436824410261 0.0005186382087283201 -0.000246564956660404 -2.5
1074 0.0002910193279033029 -0.00037250458397336783 0.00021366535739075881 0.0006173625544429197 -1.9465325205735392e-05 0.00032096457400657515 -0.0018334478379261868 0.000520518954311734 -0.00025026444033365207 -2.5
1075 0.0002724610680145033 -0.0003696917860830262 0.0002098507059036631 0.0006255907596446509 -2.1970291475779607e-05 0.0003236022903856991 -0.0018454529285706841 0.0005222877124902677 -0.00025430380028596455 -2.5
1076 0.0002538594608833374 -0.0003670068237151025 0.00020602886483464674 0.0006341672528358356 -2.4557463280301104e-05 0.00032603322751607536 -0.0018575049323024135 0.0005241412855811606 -0.0002579506559814672 -2.5
