 -1.3000E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  2.8124E-10,  4.5835E-11
 -2.6000E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  1.3188E-09,  3.7224E-10
 -3.9000E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  5.1624E-09,  1.0675E-09
 -5.2000E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  1.3620E-08,  1.8875E-09
 -6.5000E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  2.4933E-08,  2.4024E-09
 -7.8000E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  3.1818E-08,  2.3619E-09
 -9.1000E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  2.5489E-08,  1.9234E-09
 -1.0400E+00,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  2.4740E-09,  1.4942E-09
 -1.1700E+00,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  3.0509E-08,  1.3258E-09
 -1.3000E+00,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  6.7132E-08,  1.3273E-09
 -1.4300E+00,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  9.4483E-08,  1.3448E-09
 -1.5600E+00,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  1.0528E-07,  1.3485E-09
  1.4516E+00,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  1.9970E-09,  2.4066E-06
  1.3216E+00,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  1.0802E-09,  2.4066E-06
  1.1916E+00,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  2.5521E-10,  2.4066E-06
  1.0616E+00,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  1.7760E-12,  2.4067E-06
  9.3159E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  1.9737E-10,  2.4070E-06
  8.0159E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  3.6733E-10,  2.4074E-06
  6.7159E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  2.9832E-10,  2.4078E-06
  5.4159E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  1.4801E-10,  2.4081E-06
  4.1159E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  5.7813E-11,  2.4081E-06
  2.8159E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  2.7473E-11,  2.4079E-06
  1.5159E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  2.0979E-11,  2.4077E-06
  2.1593E-02,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  2.1312E-11,  2.4077E-06
 -1.0841E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  8.1398E-12,  6.6962E-06
 -2.3841E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  9.9415E-12,  6.6962E-06
 -3.6841E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  1.7439E-11,  6.6962E-06
 -4.9841E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  4.2239E-11,  6.6964E-06
 -6.2841E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  9.4552E-11,  6.6968E-06
 -7.5841E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  1.4421E-10,  6.6972E-06
 -8.8841E-01,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  1.1863E-10,  6.6975E-06
 -1.0184E+00,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  2.6458E-11,  6.6976E-06
 -1.1484E+00,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  1.7451E-11,  6.6976E-06
 -1.2784E+00,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  2.0614E-10,  6.6975E-06
 -1.4084E+00,  5.3756E+00,  8.9530E+01,  5.3756E+00,  2.7582E-01,  4.8183E+00,  5.0269E-10,  6.6974E-06
