  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  3.125000E-02  0.000000E+00  0.000000E+00  1.156265E-07 -6.996980E-06  0.000000E+00  0.000000E+00 -1.583099E-06
  0.000000E+00  6.250000E-02  0.000000E+00  0.000000E+00  4.435157E-07 -1.496385E-05  0.000000E+00  0.000000E+00  2.047300E-06
  0.000000E+00  9.375000E-02  0.000000E+00  0.000000E+00  1.020820E-06 -2.107959E-05  0.000000E+00  0.000000E+00 -1.329338E-06
  0.000000E+00  1.250000E-01  0.000000E+00  0.000000E+00  1.785580E-06 -2.851506E-05  0.000000E+00  0.000000E+00  1.043237E-06
  0.000000E+00  1.562500E-01  0.000000E+00  0.000000E+00  2.713531E-06 -3.028483E-05  0.000000E+00  0.000000E+00 -1.122761E-06
  0.000000E+00  1.875000E-01  0.000000E+00  0.000000E+00  3.710353E-06 -3.487525E-05  0.000000E+00  0.000000E+00  3.951930E-06
  0.000000E+00  2.187500E-01  0.000000E+00  0.000000E+00  4.794008E-06 -3.297874E-05  0.000000E+00  0.000000E+00 -1.688420E-06
  0.000000E+00  2.500000E-01  0.000000E+00  0.000000E+00  5.785953E-06 -3.215280E-05  0.000000E+00  0.000000E+00  4.516981E-06
  0.000000E+00  2.812500E-01  0.000000E+00  0.000000E+00  6.740396E-06 -2.735110E-05  0.000000E+00  0.000000E+00 -1.425167E-06
  0.000000E+00  3.125000E-01  0.000000E+00  0.000000E+00  7.483916E-06 -2.227683E-05  0.000000E+00  0.000000E+00  6.182727E-06
  0.000000E+00  3.437500E-01  0.000000E+00  0.000000E+00  8.104738E-06 -1.486420E-05  0.000000E+00  0.000000E+00 -3.476410E-06
  0.000000E+00  3.750000E-01  0.000000E+00  0.000000E+00  8.399944E-06 -6.733757E-06  0.000000E+00  0.000000E+00  6.647643E-06
  0.000000E+00  4.062500E-01  0.000000E+00  0.000000E+00  8.538489E-06  1.351007E-07  0.000000E+00  0.000000E+00 -1.867062E-06
  0.000000E+00  4.375000E-01  0.000000E+00  0.000000E+00  8.355674E-06  9.600021E-06  0.000000E+00  0.000000E+00  5.493455E-06
  0.000000E+00  4.687500E-01  0.000000E+00  0.000000E+00  8.011126E-06  1.423271E-05  0.000000E+00  0.000000E+00 -1.198359E-06
  0.000000E+00  5.000000E-01  0.000000E+00  0.000000E+00  7.417499E-06  2.208887E-05  0.000000E+00  0.000000E+00  5.070276E-06
  0.000000E+00  5.312500E-01  0.000000E+00  0.000000E+00  6.723839E-06  2.446863E-05  0.000000E+00  0.000000E+00 -3.062501E-06
  0.000000E+00  5.625000E-01  0.000000E+00  0.000000E+00  5.872362E-06  2.759286E-05  0.000000E+00  0.000000E+00  6.083312E-06
  0.000000E+00  5.937500E-01  0.000000E+00  0.000000E+00  5.061406E-06  2.716133E-05  0.000000E+00  0.000000E+00 -4.657671E-06
  0.000000E+00  6.250000E-01  0.000000E+00  0.000000E+00  4.228784E-06  2.359930E-05  0.000000E+00  0.000000E+00  4.833925E-06
  0.000000E+00  6.562500E-01  0.000000E+00  0.000000E+00  3.433120E-06  2.880292E-05  0.000000E+00  0.000000E+00 -7.377570E-07
  0.000000E+00  6.875000E-01  0.000000E+00  0.000000E+00  2.572235E-06  2.592370E-05  0.000000E+00  0.000000E+00  6.562830E-07
  0.000000E+00  7.187500E-01  0.000000E+00  0.000000E+00  1.875173E-06  1.922636E-05  0.000000E+00  0.000000E+00 -1.374752E-06
  0.000000E+00  7.500000E-01  0.000000E+00  0.000000E+00  1.330629E-06  1.530143E-05  0.000000E+00  0.000000E+00 -1.456186E-07
  0.000000E+00  7.812500E-01  0.000000E+00  0.000000E+00  8.615748E-07  1.325135E-05  0.000000E+00  0.000000E+00  5.368525E-06
  0.000000E+00  8.125000E-01  0.000000E+00  0.000000E+00  5.683892E-07  7.650984E-06  0.000000E+00  0.000000E+00 -2.653915E-06
  0.000000E+00  8.437500E-01  0.000000E+00  0.000000E+00  3.651438E-07  3.824244E-06  0.000000E+00  0.000000E+00  3.089770E-06
  0.000000E+00  8.750000E-01  0.000000E+00  0.000000E+00  2.499910E-07  3.715743E-06  0.000000E+00  0.000000E+00  2.450532E-06
  0.000000E+00  9.062500E-01  0.000000E+00  0.000000E+00  1.481838E-07  3.079737E-06  0.000000E+00  0.000000E+00  1.403897E-06
  0.000000E+00  9.375000E-01  0.000000E+00  0.000000E+00  7.360036E-08  2.324375E-06  0.000000E+00  0.000000E+00 -9.603749E-07
  0.000000E+00  9.687500E-01  0.000000E+00  0.000000E+00  1.932185E-08  1.065154E-06  0.000000E+00  0.000000E+00 -6.412093E-07
  0.000000E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  8.333333E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -1.865861E-06  0.000000E+00  0.000000E+00
  8.333333E-03  3.125000E-02 -5.830817E-08  0.000000E+00  1.024340E-07 -7.145777E-06 -1.995180E-06  0.000000E+00  5.880735E-07
  8.333333E-03  6.250000E-02 -1.246987E-07  0.000000E+00  4.605765E-07 -1.463218E-05 -1.877681E-06  0.000000E+00 -9.445354E-08
  8.333333E-03  9.375000E-02 -1.756632E-07  0.000000E+00  1.009742E-06 -2.164796E-05 -1.806828E-06  0.000000E+00  7.862652E-07
